title,brackets_ratio,dot_brackets_ratio,r2,pvalue,period,year,n_brackets,length,brackets_length
Must We Mean What We Say?,0.09912009571763299,0.04808938631038437,0.8947148688576831,0.0,1958-1972,1969,1500,160472,"[4, 19, 5, 16, 7, 4, 8, 9, 8, 5, 10, 8, 7, 10, 10, 5, 10, 5, 10, 9, 89, 4, 2, 35, 6, 43, 140, 15, 10, 2, 34, 6, 138, 1, 49, 26, 7, 18, 17, 3, 25, 5, 3, 26, 19, 5, 3, 44, 4, 2, 11, 17, 14, 10, 13, 1, 9, 4, 13, 7, 2, 1, 2, 5, 2, 4, 1, 2, 15, 12, 19, 1, 1, 1, 3, 2, 9, 1, 1, 4, 4, 13, 1, 6, 4, 1, 1, 6, 5, 6, 8, 3, 2, 2, 2, 1, 1, 6, 1, 5, 8, 4, 1, 2, 24, 1, 9, 4, 41, 2, 1, 1, 2, 1, 1, 4, 8, 1, 1, 1, 7, 20, 1, 17, 4, 3, 2, 109, 1, 1, 13, 4, 1, 3, 10, 20, 4, 1, 16, 5, 8, 1, 1, 2, 1, 1, 10, 14, 5, 0, 26, 3, 21, 1, 6, 2, 6, 2, 2, 6, 7, 3, 1, 3, 14, 5, 5, 5, 4, 6, 5, 5, 3, 9, 4, 7, 36, 13, 18, 1, 11, 6, 5, 6, 8, 3, 22, 2, 3, 1, 1, 10, 5, 3, 1, 3, 6, 8, 11, 3, 3, 6, 2, 1, 3, 3, 3, 4, 1, 14, 6, 3, 3, 1, 1, 40, 20, 2, 2, 5, 9, 2, 4, 2, 16, 2, 1, 4, 1, 23, 5, 25, 2, 7, 3, 2, 3, 2, 1, 4, 5, 6, 1, 4, 13, 10, 3, 6, 9, 13, 4, 7, 5, 5, 4, 1, 29, 17, 13, 2, 6, 1, 9, 9, 5, 66, 1, 1, 1, 1, 7, 6, 8, 1, 8, 1, 1, 2, 6, 2, 1, 1, 1, 1, 1, 1, 3, 21, 2, 3, 23, 1, 1, 1, 2, 6, 4, 5, 6, 6, 2, 13, 6, 4, 4, 1, 2, 4, 9, 14, 13, 7, 22, 5, 3, 10, 6, 12, 1, 4, 8, 2, 2, 3, 5, 4, 4, 1, 4, 1, 3, 3, 3, 30, 6, 10, 10, 1, 9, 2, 2, 39, 5, 1, 12, 6, 7, 3, 2, 1, 1, 2, 3, 2, 1, 1, 1, 15, 2, 5, 4, 1, 2, 28, 6, 4, 5, 5, 4, 4, 9, 1, 4, 5, 0, 3, 34, 5, 1, 4, 1, 1, 4, 3, 4, 1, 21, 9, 1, 1, 0, 3, 6, 2, 0, 32, 1, 1, 1, 14, 4, 5, 12, 6, 0, 0, 28, 1, 1, 1, 11, 1, 1, 0, 2, 1, 1, 2, 75, 1, 0, 3, 2, 1, 2, 1, 6, 2, 3, 13, 17, 5, 5, 11, 5, 5, 14, 5, 6, 2, 7, 4, 16, 20, 18, 18, 1, 4, 1, 4, 1, 6, 1, 1, 3, 1, 70, 2, 2, 7, 18, 1, 8, 3, 20, 1, 1, 10, 3, 7, 1, 2, 1, 1, 1, 34, 24, 4, 3, 2, 2, 1, 0, 1, 3, 3, 2, 2, 5, 39, 12, 0, 3, 7, 10, 6, 5, 5, 1, 4, 2, 22, 2, 0, 12, 2, 0, 5, 7, 2, 4, 16, 13, 15, 15, 12, 6, 16, 3, 2, 4, 3, 1, 1, 9, 5, 5, 6, 0, 1, 1, 3, 3, 5, 51, 6, 24, 4, 3, 1, 4, 5, 4, 20, 1, 18, 8, 7, 129, 7, 27, 17, 7, 2, 1, 23, 5, 11, 23, 5, 10, 1, 1, 12, 6, 12, 3, 2, 3, 2, 17, 1, 1, 4, 2, 1, 12, 1, 5, 1, 1, 4, 1, 3, 19, 6, 16, 7, 2, 5, 2, 1, 8, 4, 53, 55, 1, 1, 1, 7, 30, 1, 5, 3, 4, 19, 5, 1, 9, 5, 6, 3, 20, 1, 19, 52, 0, 1, 0, 0, 5, 2, 9, 5, 1, 6, 3, 9, 9, 6, 8, 1, 1, 6, 3, 1, 3, 4, 6, 4, 1, 19, 21, 6, 3, 6, 13, 6, 3, 11, 4, 5, 3, 8, 1, 4, 13, 4, 2, 8, 6, 22, 39, 34, 4, 3, 5, 57, 5, 7, 10, 14, 8, 34, 2, 7, 2, 17, 7, 53, 2, 1, 8, 14, 17, 50, 6, 3, 21, 1, 1, 1, 2, 2, 11, 52, 9, 20, 3, 14, 13, 1, 16, 20, 5, 6, 11, 8, 15, 7, 14, 20, 10, 19, 1, 1, 6, 67, 5, 22, 17, 25, 28, 18, 7, 15, 12, 17, 34, 60, 7, 0, 3, 1, 8, 10, 9, 4, 4, 39, 22, 10, 2, 10, 7, 278, 1, 1, 1, 1, 1, 58, 11, 9, 17, 15, 0, 1, 9, 14, 0, 2, 1, 1, 1, 86, 8, 9, 18, 14, 3, 11, 3, 37, 2, 2, 18, 4, 10, 15, 28, 1, 6, 111, 7, 5, 10, 5, 10, 2, 11, 2, 2, 3, 5, 11, 9, 4, 5, 3, 4, 4, 4, 2, 2, 3, 5, 80, 13, 6, 2, 15, 21, 14, 1, 1, 4, 2, 0, 6, 0, 1, 0, 14, 68, 0, 1, 1, 1, 6, 4, 9, 14, 3, 7, 8, 4, 17, 11, 4, 4, 7, 1, 10, 10, 12, 1, 1, 13, 1, 6, 1, 6, 1, 16, 4, 16, 29, 7, 5, 6, 59, 1, 8, 22, 5, 15, 6, 7, 62, 1, 14, 23, 28, 18, 11, 11, 4, 6, 1, 6, 17, 4, 2, 2, 6, 5, 1, 5, 7, 4, 5, 25, 1, 2, 10, 21, 6, 2, 29, 11, 15, 10, 12, 54, 2, 5, 28, 2, 2, 12, 11, 39, 60, 2, 11, 5, 4, 4, 10, 1, 7, 6, 10, 8, 5, 83, 5, 7, 79, 6, 5, 3, 8, 9, 11, 1, 26, 14, 33, 5, 13, 9, 11, 9, 4, 18, 5, 18, 18, 21, 4, 3, 6, 4, 10, 23, 3, 13, 11, 8, 7, 4, 8, 15, 4, 6, 27, 2, 5, 2, 22, 5, 43, 18, 5, 6, 4, 5, 6, 1, 19, 10, 20, 4, 4, 10, 6, 19, 76, 3, 3, 3, 4, 2, 1, 1, 1, 2, 1, 5, 13, 5, 17, 4, 22, 1, 1, 7, 1, 9, 3, 2, 2, 2, 1, 6, 26, 1, 24, 15, 8, 6, 19, 1, 1, 17, 9, 16, 5, 36, 2, 21, 14, 2, 16, 2, 7, 3, 3, 18, 49, 3, 17, 16, 8, 8, 35, 6, 3, 70, 7, 15, 6, 5, 4, 9, 22, 15, 23, 1, 9, 6, 21, 4, 19, 8, 4, 5, 44, 43, 8, 43, 30, 5, 2, 4, 13, 3, 5, 5, 6, 1, 2, 26, 10, 4, 2, 12, 6, 9, 2, 1, 26, 1, 4, 1, 10, 15, 12, 1, 40, 15, 30, 5, 1, 2, 1, 1, 1, 2, 10, 11, 5, 30, 17, 16, 3, 7, 4, 1, 27, 43, 4, 9, 2, 13, 31, 7, 12, 5, 6, 7, 15, 33, 11, 1, 5, 23, 14, 8, 17, 3, 1, 23, 3, 2, 3, 8, 6, 19, 8, 2, 1, 12, 7, 34, 9, 12, 3, 12, 2, 8, 6, 28, 1, 1, 6, 1, 7, 9, 7, 11, 2, 2, 2, 31, 6, 13, 8, 2, 1, 16, 1, 12, 11, 99, 6, 5, 2, 14, 2, 3, 52, 9, 10, 21, 9, 12, 9, 17, 5, 1, 22, 2, 4, 3, 57, 10, 89, 5, 11, 3, 4, 3, 8, 3, 1, 3, 2, 18, 5, 12, 6, 6, 15, 4, 14, 34, 2, 4, 179, 6, 8, 1, 15, 6, 1, 6, 7, 4, 6, 1, 3, 1, 7, 0, 1, 2, 43, 20, 20, 24, 2, 5, 4, 12, 23, 8, 0, 5, 0, 31, 1, 0, 0, 48, 68, 8, 0, 11, 1, 1, 1, 12, 20, 1, 42, 14, 3, 1, 19, 0, 1, 6, 9, 0, 5, 0, 0, 13, 11, 1, 7, 15, 1, 30, 4, 47, 2, 0, 1, 31, 5, 17, 15, 47, 1, 6, 3, 94, 1, 1, 1, 1, 1, 2, 6, 7, 5, 6, 11, 0, 17, 10, 8, 10, 0, 19, 13, 0, 0, 1, 0, 3, 2, 8, 0, 4, 1, 8, 8, 0, 16, 0, 3, 31, 15, 19, 35, 0, 16, 10, 25, 2, 2, 0, 0, 3, 0, 0, 0, 22, 11, 22, 30, 5, 8, 6, 24, 0, 27, 18, 0, 55, 33, 7, 13, 7, 7, 4, 14, 5, 16, 5, 6, 11, 36, 2, 10, 7, 4, 59, 36, 10, 343, 6, 13, 7, 39, 2, 18, 34, 12, 3, 2, 16, 10, 19, 47, 44, 11, 1, 4, 5, 7, 3, 127, 9, 3, 2, 12, 25, 12, 22, 10, 6, 4, 10, 24, 41, 3, 3, 13, 5, 3, 1, 4, 9, 15, 44, 7, 6, 12, 6, 113, 2, 1, 8, 8, 4, 15, 5, 12, 20, 1, 12, 1, 3, 35, 8, 1, 40, 0, 1, 10, 3, 3, 3, 42, 14, 42, 19, 5, 9, 4, 24, 0, 1, 0, 17, 10, 5, 6, 1, 5, 3, 6, 6, 4, 103, 2, 33, 10, 25, 0, 2, 11, 13, 13]"
The World Viewed (1971),0.07604246710681073,0.03420264400081547,0.7214287120508447,0.0,1958-1972,1971,370,63767,"[4, 2, 26, 5, 8, 7, 14, 5, 30, 37, 2, 1, 3, 21, 16, 1, 1, 2, 43, 11, 12, 45, 14, 12, 1, 14, 9, 19, 8, 4, 1, 4, 14, 1, 1, 5, 3, 13, 14, 6, 12, 28, 3, 1, 5, 7, 3, 9, 17, 13, 4, 4, 6, 30, 1, 17, 3, 4, 12, 10, 7, 6, 1, 41, 13, 12, 3, 8, 18, 17, 7, 10, 2, 18, 35, 8, 2, 9, 15, 1, 61, 9, 4, 12, 24, 1, 3, 17, 8, 8, 1, 8, 1, 23, 6, 13, 35, 5, 3, 10, 5, 2, 2, 3, 12, 10, 42, 19, 3, 6, 3, 35, 68, 15, 4, 31, 17, 2, 3, 29, 2, 23, 13, 1, 2, 5, 23, 13, 6, 17, 5, 6, 4, 7, 11, 13, 17, 19, 5, 4, 28, 3, 36, 7, 13, 20, 13, 2, 2, 11, 66, 11, 8, 4, 19, 74, 38, 23, 36, 21, 36, 75, 52, 16, 4, 10, 48, 7, 8, 5, 8, 10, 7, 18, 15, 2, 6, 23, 12, 6, 7, 35, 16, 5, 6, 18, 9, 15, 12, 112, 1, 85, 18, 6, 8, 21, 18, 17, 10, 11, 4, 2, 10, 1, 4, 18, 11, 6, 29, 2, 6, 4, 19, 4, 2, 5, 5, 6, 9, 1, 2, 6, 9, 12, 13, 27, 9, 13, 7, 4, 22, 44, 3, 17, 10, 53, 18, 1, 1, 1, 10, 4, 9, 3, 13, 22, 12, 39, 12, 2, 17, 31, 3, 4, 5, 1, 1, 12, 11, 13, 11, 17, 2, 1, 6, 19, 7, 4, 3, 17, 5, 12, 7, 30, 12, 28, 25, 6, 45, 41, 3, 5, 9, 29, 18, 9, 17, 17, 12, 7, 4, 14, 9, 12, 27, 32, 14, 17, 6, 2, 6, 6, 5, 5, 16, 76, 22, 16, 2, 6, 12, 3, 7, 6, 3, 1, 5, 3, 1, 2, 5, 4, 5, 5, 3, 7, 7, 3, 21, 6, 3, 3, 3, 3, 7, 21, 25, 11, 25, 48, 1, 1, 4, 14, 19, 19, 5, 6, 12, 4, 4, 2, 6, 5, 8, 12, 85, 1, 3, 1, 6, 19, 48, 7, 4, 4, 6, 3, 59, 5]"
The World Viewed,0.08443257561889585,0.042210903765600265,0.770492447206008,0.0,divided,1971,528,92867,"[18, 11, 34, 21, 3, 17, 9, 6, 9, 1, 2, 1, 10, 2, 2, 2, 1, 28, 11, 4, 4, 4, 14, 28, 4, 2, 26, 5, 8, 7, 14, 5, 30, 37, 2, 1, 3, 21, 16, 1, 1, 2, 43, 11, 12, 45, 14, 12, 1, 14, 9, 19, 8, 4, 1, 4, 14, 1, 1, 5, 3, 13, 14, 6, 12, 28, 3, 1, 5, 7, 3, 9, 17, 13, 4, 4, 6, 30, 1, 17, 3, 4, 12, 10, 7, 6, 1, 41, 13, 12, 3, 8, 18, 17, 7, 10, 2, 18, 35, 8, 2, 9, 15, 1, 61, 9, 4, 12, 24, 1, 3, 17, 8, 8, 1, 8, 1, 23, 6, 13, 35, 5, 3, 10, 5, 2, 2, 3, 12, 10, 42, 19, 3, 6, 3, 35, 68, 15, 4, 31, 17, 2, 3, 29, 2, 23, 13, 1, 2, 5, 23, 13, 6, 17, 5, 6, 4, 7, 11, 13, 17, 19, 5, 4, 28, 3, 36, 7, 13, 20, 13, 2, 2, 11, 66, 11, 8, 4, 19, 74, 38, 23, 36, 21, 36, 75, 52, 16, 4, 10, 48, 7, 8, 5, 8, 10, 7, 18, 15, 2, 6, 23, 12, 6, 7, 35, 16, 5, 6, 18, 9, 15, 12, 112, 1, 85, 18, 6, 8, 21, 18, 17, 10, 11, 4, 2, 10, 1, 4, 18, 11, 6, 29, 2, 6, 4, 19, 4, 2, 5, 5, 6, 9, 1, 2, 6, 9, 12, 13, 27, 9, 13, 7, 4, 22, 44, 3, 17, 10, 53, 18, 1, 1, 1, 10, 4, 9, 3, 13, 22, 12, 39, 12, 2, 17, 31, 3, 4, 5, 1, 1, 12, 11, 13, 11, 17, 2, 1, 6, 19, 7, 4, 3, 17, 5, 12, 7, 30, 12, 28, 25, 6, 45, 41, 3, 5, 9, 29, 18, 9, 17, 17, 12, 7, 4, 14, 9, 12, 27, 32, 14, 17, 6, 2, 6, 6, 5, 5, 16, 76, 22, 16, 2, 6, 12, 3, 7, 6, 3, 1, 1, 22, 22, 103, 5, 10, 11, 1, 6, 6, 33, 8, 23, 15, 10, 17, 15, 38, 6, 7, 46, 1, 43, 34, 31, 42, 17, 52, 27, 7, 21, 6, 7, 1, 16, 51, 2, 10, 3, 6, 54, 16, 15, 2, 12, 2, 5, 58, 37, 4, 32, 17, 6, 6, 3, 3, 47, 9, 2, 49, 127, 3, 5, 5, 3, 16, 12, 8, 44, 76, 18, 18, 201, 3, 53, 75, 2, 5, 6, 7, 22, 20, 6, 5, 8, 7, 5, 13, 12, 39, 11, 7, 5, 4, 26, 8, 1, 3, 16, 66, 3, 9, 8, 2, 4, 2, 42, 15, 32, 22, 9, 26, 22, 26, 6, 12, 24, 19, 24, 137, 25, 4, 15, 5, 4, 23, 5, 34, 14, 11, 7, 5, 3, 1, 2, 5, 4, 5, 5, 3, 7, 7, 3, 21, 6, 3, 3, 3, 3, 7, 21, 25, 11, 25, 48, 1, 1, 4, 14, 19, 19, 5, 6, 12, 4, 4, 2, 6, 5, 8, 12, 85, 1, 3, 1, 6, 19, 48, 7, 4, 4, 6, 3, 59, 5, 1, 23, 3]"
The Senses of Walden (1972),0.052725134684278176,0.03090217956080619,0.6033995868575697,0.0,1958-1972,1972,338,36567,"[4, 35, 5, 4, 5, 0, 0, 0, 0, 0, 0, 1, 0, 1, 17, 0, 9, 7, 20, 30, 0, 19, 1, 18, 0, 31, 0, 0, 1, 1, 5, 11, 12, 44, 15, 64, 0, 0, 0, 1, 0, 0, 0, 0, 21, 1, 0, 0, 1, 3, 1, 1, 1, 0, 0, 0, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 15, 1, 0, 0, 0, 0, 1, 1, 7, 13, 0, 0, 1, 1, 2, 2, 1, 0, 18, 0, 0, 21, 1, 0, 0, 6, 0, 1, 1, 0, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 4, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 15, 2, 28, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 9, 0, 9, 0, 0, 1, 1, 13, 92, 1, 0, 0, 0, 0, 2, 0, 0, 1, 0, 1, 9, 0, 0, 15, 12, 12, 0, 1, 9, 0, 1, 0, 0, 7, 22, 11, 0, 27, 1, 1, 1, 1, 1, 1, 0, 34, 0, 11, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 1, 1, 8, 1, 1, 33, 0, 47, 1, 4, 0, 0, 1, 1, 14, 0, 1, 26, 1, 6, 0, 1, 13, 0, 3, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 80, 2, 1, 2, 1, 16, 0, 1, 1, 1, 0, 5, 1, 6, 23, 1, 6, 4, 7, 1, 1, 2, 6, 1, 1, 0, 6, 8, 4, 0, 19, 0, 1, 0, 53, 1, 1, 0, 1, 23, 4, 0, 6, 0, 4, 0, 0, 0, 29, 17, 5, 0, 4, 0, 10, 0, 47, 24, 8, 10, 17, 1, 0, 10, 31, 90, 0, 1, 0, 1, 0, 0, 1, 53, 1, 3, 10, 0, 16, 23, 8, 7, 11, 13, 8, 0, 1, 1, 1, 81, 15, 0, 10]"
The Senses of Walden,0.06274352024394375,0.03817973911570388,0.6973293061765454,0.0,divided,1972,400,47224,"[4, 35, 5, 4, 5, 0, 0, 0, 0, 0, 0, 1, 0, 1, 17, 0, 9, 7, 20, 30, 0, 19, 1, 18, 0, 31, 0, 0, 1, 1, 5, 11, 12, 44, 15, 64, 0, 0, 0, 1, 0, 0, 0, 0, 21, 1, 0, 0, 1, 3, 1, 1, 1, 0, 0, 0, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 15, 1, 0, 0, 0, 0, 1, 1, 7, 13, 0, 0, 1, 1, 2, 2, 1, 0, 18, 0, 0, 21, 1, 0, 0, 6, 0, 1, 1, 0, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 4, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 15, 2, 28, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 9, 0, 9, 0, 0, 1, 1, 13, 92, 1, 0, 0, 0, 0, 2, 0, 0, 1, 0, 1, 9, 0, 0, 15, 12, 12, 0, 1, 9, 0, 1, 0, 0, 7, 22, 11, 0, 27, 1, 1, 1, 1, 1, 1, 0, 34, 0, 11, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 1, 1, 8, 1, 1, 33, 0, 47, 1, 4, 0, 0, 1, 1, 14, 0, 1, 26, 1, 6, 0, 1, 13, 0, 3, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 80, 2, 1, 2, 1, 16, 0, 1, 1, 1, 0, 5, 1, 6, 23, 1, 6, 4, 7, 1, 1, 2, 6, 1, 1, 0, 6, 8, 4, 0, 19, 0, 1, 0, 53, 1, 1, 0, 1, 23, 4, 0, 6, 0, 4, 0, 0, 0, 29, 17, 5, 0, 4, 0, 10, 0, 47, 24, 8, 10, 17, 1, 0, 10, 31, 90, 0, 1, 0, 1, 0, 0, 1, 53, 1, 3, 10, 0, 16, 23, 8, 7, 11, 13, 8, 0, 1, 1, 1, 81, 15, 0, 10, 1, 34, 3, 3, 2, 24, 2, 2, 11, 10, 3, 2, 7, 29, 10, 2, 2, 4, 3, 102, 10, 16, 10, 101, 6, 1, 1, 18, 39, 44, 1, 1, 21, 11, 1, 7, 4, 1, 10, 8, 19, 14, 34, 16, 7, 2, 1, 4, 1, 1, 59, 9, 48, 34, 164, 1, 1, 2, 2, 3, 27, 19]"
